Name,CAS,Product Name,Tel,Email,Website_URL,Source_URL,Stock_Weight,Price,Last_Updated,Verified_On,Remarks
"Shandong Zhishang New Material Co., Ltd.","[' 78-67-1', ' 122-78-1', ' 591-31-1', ' 98-86-2', ' 104-53-0', ' 5413-05-8', ' 103-63-9', ' 123-39-7', ' 79-09-4', ' 62-53-3', ' 877-37-2', ' 56553-60-7', ' 5337-93-9', ' 1009-14-9', ' 60-12-8', ' 93-92-5', ' 110-62-3']","[' 2-bromo-4-chloropropiophenone', ' Propionic acid', ' (2-Bromoethyl)benzene', ' N-Methylformamide', ' ETHYL 2-PHENYLACETOACETATE', ' Acetophenone', ' Phenylamine Benzenamine', ' Phenylacetaldehyde', ' Phenylpropyl aldehyde', ' pentanal', ' azobisisobutironitrile', ' Valerophenone', ' Sodium Triacetoxyborohydride', ' Spice', "" 4'-Methylpropiophenone"", ' Phenethyl alcohol', ' Styralyl acetate']","['+8618031140164    86', '+8619956560829   ', '+8615536356810    029-81148696', '+8617653113209   ', '+86+8613650506873    023-+86-023-61398051', '+86+8615821988213   ']","[' sales@chemdad.com', ' justine@zhongda-biotech.com', ' 1047@dideu.com', ' erin@hbldbiotech.com', ' info@longyupharma.com', ' sales002@sdzschem.com']",['https://www.zhishangchemical.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],"[nan, '2022-02-14']","['Package: 5KG;1544KG', 'Package: 5KG;1019KG', 'Package: 5KG;2145KG', 'Purity: >99% | Package: 1ASSAYS;1USD', 'Package: 5KG;3494KG', 'Package: 5KG;3837KG', 'Package: 5KG;1829KG', 'Purity: 0.98 | Package: 1kg，2kg，5kg，10kg，25kg', 'Purity: 99% | Package: 1KG;58USD|100KG;42USD', 'Package: 5KG;1876KG', 'Package: 5KG;2895KG', 'Package: 5KG;684KG', 'Purity: 99% | Package: 100g;|500g;|1000g', 'Purity: 99.0% | Package: 1KG;0.1USD', 'Package: 5KG;3560KG', 'Package: 5KG;643KG', 'Package: 5KG;426KG']"
"Shandong Zhonghao Chemical Co., Ltd.","[' 78-67-1', ' 96-33-3', ' 62-53-3', ' 110-63-4', ' 598-21-0', ' 140-88-5', ' 123-62-6']","["" 2,2'-Azobis(2-methylpropionitrile)"", ' Bromoacetyl bromide', ' Propionic anhydride', ' Aniline', ' Ethyl acrylate', ' methylacrylate', ' 1,4-Butanediol']",['   13589486596'],[' 3290407688@qq.com'],"[nan, 'https://www.chemicalbook.com/ShowSupplierProductsList1479164/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=16#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Shandong Zoneyoung Chemical Co., Ltd.","[' 78-67-1', ' 140-88-5', ' 79-09-4', ' 62-53-3']","[' Propionic acid', ' Aniline', ' Ethyl acrylate', "" 2,2'-Azobis(2-methylpropionitrile)""]",['   +86 (533) 358-7809'],[' he@sdzimao.com'],[nan],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=14#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=10#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Shandong chuangying chemical co., ltd","[' 79-09-4', ' 96-33-3', ' 62-53-3', ' 110-63-4', ' 140-88-5', ' 68-11-1']","[' Propionic acid', ' Methyl acrylate', ' Mercaptoacetic acid', ' Aniline', ' Ethyl acrylate', ' 1,4-Butanediol']",['15589901131    155-8990-1131'],[' 2235633711@qq.com'],['https://www.chemicalbook.com/ShowSupplierProductsList416528/0.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=5#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: >=99', 'Purity: >=99%', 'Purity: 99% | Package: 25kg ；250kg', 'Purity: >=99.5%']"
"Shandong fengpan New Material Co., Ltd","[' 100-52-7', ' 96-33-3', ' 110-62-3']","[' Pentanal', ' Methyl acrylate', ' Benzaldehyde']",['+8618560028598   '],[' 2584792069@qq.com'],"[nan, 'https://www.chemicalbook.com/supplier/24525121/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 99.9% | Package: 160kg/RMB 30;20kg/RMB 32', 'Purity: 99.9% | Package: 200kg;25kg', 'Purity: 99% | Package: 25kg;180kg']"
"Shandong le Li New Materials Co. , Ltd.","[' 78-67-1', ' 79-09-4', ' 96-33-3', ' 62-53-3', ' 140-88-5']","[' Propionic acid', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Methyl acrylate', ' Aniline', ' Ethyl acrylate']",['+8618906359122   '],[' 258225957@qq.com'],"['https://www.chemicalbook.com/ShowSupplierProductsList1295926/0.htm', 'https://www.chemicalbook.com/ShowSupplierProductsList1295926/0_EN.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=8#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 99 | Package: 20kg', 'Purity: 99 | Package: 25kg;180kg', 'Purity: 99 | Package: 25kg;250kg', 'Purity: 99 | Package: 25kg', 'Purity: 99.9 | Package: 25kg;200kg']"
"Shandong utilizing biological technology co., LTD",[' 100-52-7'],[' Benzaldehyde'],['15966937598   '],[' 3407650895@qq.com'],['http://www.hongtupharma.com/index.html'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 99% HPLC | Package: 1KG']
"Shang Hai Grade Biochemical Co,. Limited","[' 79-03-8', ' 79-09-4', ' 56553-60-7', ' 100-46-9', ' 78-67-1', ' 98-86-2', ' 100-52-7', ' 705-60-2', ' 140-88-5', ' 5337-93-9', ' 131543-23-2', ' 68-11-1', ' 96-33-3', ' 110-63-4', ' 7361-61-7', ' 60-12-8', ' 103-63-9', ' 3612-20-2', ' 598-21-0']","[' 1-Phenyl-2-nitropropene', ' (2-Bromoethyl)benzene', ' Sodium triacetoxyborohydride', ' Mercaptoacetic acid', ' Phenethyl alcohol', ' N-Benzyl-4-piperidone', ' Methyl acrylate', ' Propionyl chloride', ' Benzylamine', ' Benzaldehyde', ' Xylazine', ' 1,4-Butanediol', "" 4'-Methylpropiophenone"", ' WIN 55,212-2 MESYLATE', ' Propionic acid', ' Acetophenone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Bromoacetyl bromide', ' Ethyl acrylate']","['   86-311-68033156', '13761626812    021-021-52212593', '   021-37285141 57350620', '   0512-57472688', '   +86-571-87216831', '   0570-3062289 3062502', '   86-13482627603']","[' admin@gzlumbering.com', ' qzmingfeng@126.com', ' sales@cyclichem.com', ' sales@ks-bhy.com', ' yurlichem@hotmail.com', ' sales@nuohey.com', ' lucysun@gradebiochem.com']",['http://www.gradebiochem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=131543-23-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=6#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"ShangHai Angti Biotechnology Co., Ltd.",[' 96-33-3'],[' Methyl acrylate'],['13764913901    021-00000000'],[' info@angtibio.com'],['http://www.angtibio.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=2#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"ShangHai Anpel Co, Ltd.","[' 100-46-9', ' 122-78-1', ' 98-86-2', ' 495-40-9', ' 598-31-2', ' 100-52-7', ' 123-39-7', ' 79-09-4', ' 62-53-3', ' 122-11-2', ' 110-63-4', ' 98-85-1', ' 140-88-5', ' 7361-61-7', ' 60-12-8', ' 123-62-6', ' 110-62-3']","[' (/-)-1-Phenylethyl Alcohol；≥ 98.0%', ' Benzylamine', ' Valeraldehyde；≥ 95.0%', ' N-methylformamide', ' Acetophenone', ' Propionic Acid;Trianoic Acid(C3:0)', ' Phenylacetaldehyde', ' Bromoacetonestabilized with MgO', ' Benzaldehyde', ' Xylazine', ' Aniline', ' Propionic Anhydride', ' Sulfadimethoxine', ' 1,4-Butanediol', ' Phenethyl alcohol', ' Butyrophenone', ' Acrylic acid-ethyl ester']","['   00852-2521 1836', '+8618971318572    027-83261126', '+86+86-15387063101    027-+86-027-59232304', '+8615618996369   ', '15318151873   ']","[' 2969475037@qq.com', ' 2881924050@qq.com', ' 285424065@qq.com', ' info@debyesci.com', ' shanpel@anpel.com.cn']","['http://www.anpel.com.cn/', nan]","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-31-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=8#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: - | Package: 1g', 'Purity: 标准品 | Package: 1g', 'Purity: - | Package: 1ml', 'Purity: 高纯试剂 | Package: 5ml', 'Purity: 99 | Package: 1kg;25kg;200kg', 'Purity: 98% | Package: 1KG；100g;1g,100mg', 'Purity: 标准品 | Package: 250mg', 'Purity: >=90% | Package: 5g | CustNote: CFEQ-4-420652-0005', 'Purity: 99% | Package: 25kg;5KG;1KG', 'Purity: >=98% | Package: 100g | CustNote: CFEQ-4-510523-0100']"
"ShangHai Biogene pharmaceutical Co.,Ltd","[' 3612-20-2', ' 591-31-1', ' 56553-60-7']","[' N-Benzyl-4-piperidone', ' 3-Methoxybenzaldehyde', ' Sodium triacetoxyborohydride']","['   0513-89066587', '   4008-755-333']","[' sales@biogenepharm.com', ' aikeshiji@163.com']","[nan, 'http://www.biogenepharm.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=17#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=8#J_Condition']",[nan],[nan],[nan],[nan],[nan]
ShangHai ChuanQian Chemcial Technique Centre,"[' 96744-75-1', ' 877-37-2']","[' 2-bromo-4-chloropropiophenone', ' U-69593']","['   18021003406', '+8618726307739    86-18726307739']","[' 1914109725@qq.com', ' waimaobu@hepharma.cn']","['https://www.chemicalbook.com/ShowSupplierProductsList68594/0_EN.htm', 'https://www.chemicalbook.com/ShowSupplierProductsList68594/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96744-75-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=3#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 98%；99% | Package: 按要求包装']"
"Shangdong Moris Chemical Co., Ltd",[' 103-63-9'],[' (2-Bromoethyl)benzene'],['   0536-5346799'],[' arianna@langworthy.com'],['http://www.techmoris.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Shanghai AQ BioPharma Co., Ltd.","[' 1445-73-4', ' 49851-31-2']","[' 1-methyl-4-piperidinone', ' 2-BROMO-1-PHENYL-PENTAN-1-ONE']",['+8618217726276   '],[' sales@aqbiopharma.com.cn'],"[nan, 'https://www.aqbiopharma.com.cn/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=49851-31-2&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=10#J_Condition']",[nan],[nan],[nan],[nan],['Purity: 97% | Package: 1g;5g;10g;25g;50g;100g;500g;1KG-100KG']
"Shanghai Aachen Biomedical Co., Ltd.","[' 79-03-8', ' 79-09-4', ' 611-19-8', ' 62-53-3', ' 598-22-1', ' 110-62-3', ' 100-46-9', ' 78-67-1', ' 98-86-2', ' 100-52-7', ' 140-88-5', ' 123-39-7', ' 96-33-3', ' 110-63-4', ' 60-12-8', ' 591-31-1', ' 103-63-9', ' 1445-73-4', ' 3612-20-2', ' 598-21-0', ' 123-62-6']","[' (2-Bromoethyl)benzene', ' Propionic anhydride', ' Aniline', ' Valeraldehyde', ' Propionyl bromide', ' methylacrylate', ' Benzylamine', ' 2-Chlorobenzyl chloride', ' 1-Benzyl-4-piperidone', ' Benzaldehyde', ' propionyl chloride', ' 1,4-Butanediol', ' Phenethylalcohol', ' 3-Methoxybenzaldehyde', ' Propionic acid', ' Methyl Formamide', ' Acetophenone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Bromoacetyl bromide', ' 1-Methyl-4-piperidone', ' Ethyl acrylate']","['13810760018    010-010-67713695', '   021-54370211', '13801407627    0517-85934910', '+8618062587608   ']","[' 2850327064@qq.com', ' sales@lbktchem.com', ' sales@yayupharm.com', ' 201981259@qq.com']","[nan, 'http://www.yayupharm.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=16#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=15#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=12#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99%', 'Purity: >=98% | Package: 1kg']"
