CoC_ID,Company_ID,Attribute_ID,Attribute,Value
,327,10,Contact,"{'Tel': ['+86    571-571-89925085', '+8619930503252   ', '+86+8613650506873    023-+86-023-61398051', '+8615195660023    0512-83500002', '+8613336195806    571-571-85586718', '+86+8618959220845    592-+86-592-6051114', '+864006653949   ', '+86+86-13454675544    +86-0576225566889', '18906011628    0592-6020891', '+86+8618638391208    0371-+86-0371-63689365', '   +86-371- 55366292', '+8613571859809    029-029-86018689', '+8617367732028    +86-17367732028', '+8615986615575   '], 'Email': [' sales@senfeida.com', ' info@pushanshiye.com', ' sales@capotchem.com', ' admin@jiuzhou-chem.com；jamie@jiuzhou-chem.com；alice@jiuzhou-chem.com', ' info@codchem.com', ' 1562893815@qq.com', ' info@hnsunlake.com', ' sales@amoychem.com', ' sales@chemdad.com', ' kathy@hbyinsheng.com', ' fred.wen@crcorporation.cn', ' sales@amadischem.com', ' sales@aochuangchem.com', ' daisy@crovellbio.com']}"
,327,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList30312/0_EN.htm
,327,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=864445-37-4&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5438-41-5&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1155-56-2&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=718-08-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1609-66-1&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-31-2&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=2#J_Condition
,328,1,Name,"HUBEI RISHENGCHANG NEW MATERIAL TECHNOLOGY CO.,LTD"
,328,3,Products," 1,4-Butanediol ;  Benzaldehyde"
,328,10,Contact,"{'Tel': ['+8613396066230   '], 'Email': [' 3814951450@qq.com']}"
,328,11,Website,nan
,328,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=17#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=15#J_Condition
,329,1,Name,"HUBEI ZHENBO CHEM CO,LTD"
,329,3,Products, 2-Chlorobenzyl chloride
,329,10,Contact,"{'Tel': ['+8618086513998   ', '   18086513998'], 'Email': [' hubeizhenbochem@163.com', ' 280306684@qq.com']}"
,329,11,Website,http://www.zhenbochem.com/
,329,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=13#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=9#J_Condition
,330,1,Name,"HUNAN CHEMFISH SCIENTIFIC CO.,LTD"
,330,3,Products, 2-Chlorobenzyl chloride ;  Benzylamine
,330,10,Contact,"{'Tel': ['+8613021512891    0731-85567275'], 'Email': [' sales02@chemfish.com']}"
,330,11,Website,http://www.chemfish.com/
,330,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=6#J_Condition
,331,1,Name,"HUNAN XIONG CHUANG NEW MATERIAL co.,LTD ."
,331,3,Products, Phenylacetaldehyde
,331,10,Contact,"{'Tel': ['   15810802415', '   021-65232515'], 'Email': [' yanjinbio@163.com', ' 15810802415@139.com']}"
,331,11,Website,http://www.sytt045.cn.nowec.com/
,331,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=8#J_Condition
,332,1,Name,"Haicheng Leach Carbon Material Co., Ltd."
,332,3,Products, Acetophenone
,332,10,Contact,"{'Tel': ['15842007188    400-0412008'], 'Email': [' 934641882@qq.com']}"
,332,11,Website,http://www.hclq.com/
,332,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=8#J_Condition
,333,1,Name,Haicheng Leach carbon material Ltd.
,333,3,Products, Acetophenone
,333,10,Contact,"{'Tel': ['13478082555    0412-3552912'], 'Email': [' hb@hclq.com']}"
,333,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList10725/0_EN.htm
,333,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=7#J_Condition
,334,1,Name,"Hainan Zhongxin Chemical Co., Ltd"
,334,3,Products, 1-Cbz-4-Piperidone ;  1-Benzyl-4-Piperidone ;  Benzaldehyde
,334,10,Contact,"{'Tel': ['+8618030271905    86-05926210733', '   0898-68540310'], 'Email': [' sales@zxchem.com.cn', ' sarah@mainchem.com']}"
,334,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList5269/0_EN.htm
,334,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=4#J_Condition
,335,1,Name,"Haiwei the Nanjing Chemical Industry Co., Ltd."
,335,3,Products, Propionyl bromide
,335,10,Contact,"{'Tel': ['   0086-311-66600578'], 'Email': [' sales@aopharm.com']}"
,335,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList12496/0.htm
,335,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=2#J_Condition
,336,1,Name,"Handan Yaxiang Chemicals Trading Co., Ltd."
,336,3,Products," 2,2'-Azobis(2-methylpropionitrile)"
,336,10,Contact,"{'Tel': ['   +86-0310-8067599'], 'Email': [' hdyxchem@yeah.net']}"
,336,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList30283/0_EN.htm
,336,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=3#J_Condition
,337,1,Name,"HangYu Chemical Co.,Ltd"
,337,3,Products, U-69593 ;  Xylazine ;  Benzaldehyde
,337,10,Contact,"{'Tel': ['+8618560943802    0533-2185556', '   4008558271', '+86+8615221114306    86-417-4890018'], 'Email': [' Mandy@hangyuchemical.com', ' yang@sy-biochem.info', ' 1861586486@qq.com']}"
,337,11,Website,https://www.chemicalbook.com/manufacturer/hangyu-chemical-25178/
,337,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=96744-75-1&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=2#J_Condition
,338,1,Name,"Hangzho Dingyue Chemicals Co., Ltd"
,338,3,Products, AIBN
,338,10,Contact,"{'Tel': ['   0571-86897418'], 'Email': [' sales@dingyuechem.com']}"
,338,11,Website,nan
,338,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=6#J_Condition
,339,1,Name,"Hangzhou Anchuan Chemical Technology Co., Ltd."
,339,3,Products," Benzeneacetic acid, a-acetyl-"
,339,10,Contact,"{'Tel': ['   +86 (571) 8618-1537 / 1253'], 'Email': [' sales@achchem.com']}"
,339,11,Website,http://www.achchem.com/
,339,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=4433-88-9&a=China&left=True&page=1#J_Condition
,340,1,Name,"Hangzhou Banghua Import and Export Co., Ltd."
,340,3,Products, Acetophenone
,340,10,Contact,"{'Tel': ['   86-571-85270505'], 'Email': [' oc@orichem.com']}"
,340,11,Website,http://www.orichem.com/
,340,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=5#J_Condition
,341,1,Name,"Hangzhou Caseman Pharmaceutical Technology Co., Ltd."
,341,3,Products, Deoxybenzoin
,341,10,Contact,"{'Tel': ['   18067926518'], 'Email': [' sales@ksmpharm.com']}"
,341,11,Website,http://www.ksmpharm.com/
,341,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=4#J_Condition
,342,1,Name,"Hangzhou Chem4s Chemical Co., Ltd"
,342,3,Products, N-Benzyl-4-piperidone
,342,10,Contact,"{'Tel': ['   +86-519-85066518 86803388'], 'Email': [' sales@yuexingchem.com']}"
,342,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList6454/0.htm
,342,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=6#J_Condition
,343,1,Name,Hangzhou Chemfar Ltd
,343,3,Products, Phenethyl alcohol
,343,10,Contact,"{'Tel': ['+8615927387915   '], 'Email': [' 2263659332@qq.com']}"
,343,11,Website,http://www.chemfar.cn/
,343,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=3#J_Condition
,344,1,Name,"Hangzhou Cyclic Chemical Co., Ltd."
,344,3,Products, 4'-Bromopropiophenone ;  5F-AB-FUPPYCA
,344,10,Contact,"{'Tel': ['+8613367258412   ', '+8617367732028    +86-17367732028'], 'Email': [' kathy@hbyinsheng.com', ' ada@ipurechemical.com']}"
,344,11,Website,http://www.cyclichem.com/ ; nan
,344,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=2044702-46-5&a=China&left=True&page=1#J_Condition
,345,1,Name,"Hangzhou Dawn Ray Pharmaceutical Co., ltd."
,345,3,Products, 4-Methylpropiophenone
,345,10,Contact,"{'Tel': ['+8617702909819    86-+86-86-029-87551862'], 'Email': [' sales006@ingredients-lonier.com']}"
,345,11,Website,http://www.dawnraypharma.com/
,345,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=5#J_Condition
,346,1,Name,"Hangzhou Dimachema Imp & Exp Co., Ltd."
,346,3,Products, Phenylpropyl aldehyde
,346,10,Contact,"{'Tel': ['   +86 (571) 8286-5966'], 'Email': [' sales@dimachema.com']}"
,346,11,Website,http://www.dimachema.com/
,346,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=3#J_Condition
,347,1,Name,"Hangzhou Dingyan Chem Co., LTD"
,347,3,Products," PMK ethyl glycidate ;  2-Chlorobenzyl chloride ;  Aniline ;  2-BROMO-1-PHENYL-PENTAN-1-ONE ;  beta.-Phenylethanol ;  4'-Methylpropiophenone ;  sulfadimethoxine ;  Propionic acid ;  propionyl chloride ;  1-Methyl-4-piperidone ;  β-Bromoethyl-benzene ;  1,4-Butanediol ;  Mercaptoacetic acid ;  2-bromo-1-(4-chlorophenyl)propan-1-one ;  Benzylamine ;  Acetophenone ;  Benzaldehyde"
,347,10,Contact,"{'Tel': ['+8615267169049    0571-87157530', '+8618327245847    027-59220433', '+8617798174412   ', '+undefined18621343501   '], 'Email': [' product@acmec-e.com', ' admin01@hsnm.com.cn', ' sales@dingyanchem.com', ' 1400838877@qq.com']}"
,347,11,Website,nan ; http://www.dingyanchem.com/
,347,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=11#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=12#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=49851-31-2&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=10#J_Condition
,348,1,Name,"Hangzhou Disynthesis Chemical Technology Co., Ltd."
,348,3,Products, (2-Bromoethyl)benzene
,348,10,Contact,"{'Tel': ['15558156576    0571-0571-88194596'], 'Email': [' sales@disynchem.com']}"
,348,11,Website,http://www.disynchem.com/
,348,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=7#J_Condition
,349,1,Name,"Hangzhou FandaChem Co.,Ltd."
,349,3,Products, Benzylamine fandachem ;  4-Methylpropiophenone ;  ETHYL 2-PHENYLACETOACETATE ;  Sodium Triacetoxyborohydride ;  N-Methylformamide ;  2-Chlorobenzyl chloride fandachem ;  Bromoacetyl bromide fandachem ;  Valerophenone/1-Phenylpentan-1-one ;  Acetophenone ;  Benzaldehyde
,349,10,Contact,"{'Tel': ['+8619031013551   ', '+8618627979853   ', '+86+8615858145714    008657128800458'], 'Email': [' mandy@sfinechem.com', ' ably@aljbio.com', ' fandachem@gmail.com']}"
,349,11,Website,http://www.fandachem.com/
,349,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=1#J_Condition
,350,1,Name,"Hangzhou GYZ Chemical Co., Ltd."
,350,3,Products," N-[1-(2-Hydroxy-2-phenyl-ethyl)-piperidin-4-yl]-N-phenyl-propionamide ;  Methyl acrylate ;  ETHYL 2-PHENYLACETOACETATE ;  4-Piperidinone ;  (2-Bromoethyl)benzene ;  Ethyl acrylate ;  N-Methylformamide ;  phenaridine ;  1-Methyl-4-piperidone ;  2-Oxiranecarboxylicacid, 3-(1,3-benzodioxol-5-yl)-2-Methyl-, ethyl ester ;  (2-Chloroethyl)benzene ;  Phenylacetaldehyde ;  Propionyl chloride ;  Butyrophenone ;  Ethyl 3-oxo-4-phenylbutanoate ;  3-oxo-2-phenylbutanoic acid"
,350,10,Contact,"{'Tel': ['+8615343847665    0370-2785118', '+86    571-571-89925085', '   027-68886696', '+8618058761490    0571-86217390', '+8618327326525    027-87215551', '   +86-571-12345678', '+8618339805032   ', '+86-19937530512    0371-55170693'], 'Email': [' masar@topule.com', ' info@tianfuchem.com', ' 3004297728@qq.com', ' info@gihichemicals.com', ' info@gyzchem.com', ' alfa4@alfachem.cn', ' huawenchem@163.com', ' sales@amadischem.com']}"
,350,11,Website,nan ; https://www.chemicalbook.com/ShowSupplierProductsList30361/0_EN.htm
,350,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=7#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=4#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=42045-97-6&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=4433-88-9&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=78995-10-5&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=2#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=41661-47-6&a=China&left=True&page=1#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=3#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=718-08-1&a=China&left=True&page=2#J_Condition
,351,1,Name,"Hangzhou Guobang Yuyin Import & Export Co., Ltd."
,351,3,Products," Aniline ;  1,4-Butanediol ;  Acetophenone"
,351,10,Contact,"{'Tel': ['   0571-88808190'], 'Email': [' sales@gbchemwin.com']}"
,351,11,Website,nan
,351,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=16#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=17#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=13#J_Condition
,352,1,Name,"Hangzhou Hesheng Taiyi Biotechnology Co. , Ltd."
,352,3,Products, 2-Phenylacetophenone
,352,10,Contact,"{'Tel': ['+8615868607770   '], 'Email': [' hstysales@126.com']}"
,352,11,Website,https://www.chemicalbook.com/ShowSupplierProductsList1014028/0.htm
,352,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=9#J_Condition
,353,1,Name,"Hangzhou Hongyin Import and Export Co., Ltd."
,353,3,Products," Aniline ;  1,4-Butanediol ;  Acetophenone"
,353,10,Contact,"{'Tel': ['   0086-571-88808190'], 'Email': [' sales@gbchemwin.com']}"
,353,11,Website,http://www.gbchemwin.com/
,353,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
,354,1,Name,"Hangzhou J&H Chemical Co., Ltd."
,354,3,Products, 3-Methoxybenzaldehyde ;  2-Chlorobenzyl chloride ;  acetophenone ;  N-methylformamide ;  sulfadimethoxine ;  Phenethyl alcohol ;  (2-Bromoethyl)benzene ;  Sodium Triacetoxyborohydride ;  2-Phenylacetophenone ;  valerophenone ;  1-Methyl-4-piperidone ;  Phenethyl chloride ;  N-benzyl-4-piperidone ;  4'-Methylpropiophenone ;  Propanoic Acid
,354,10,Contact,"{'Tel': ['15827508403    027-027-83855381', '+86    0571-0571-87396430', '15320534687    023-023-55703781', '+8619916721580    021-021-00000000', '+8618164098996   ', '+8613952017251    025-025-84683399'], 'Email': [' xiaozhan0503@163.com', ' sales@sinfachem.com', ' info@mashilabs.com', ' sales@jhechem.com', ' 3554657675@qq.com', ' 2022434087@qq.com']}"
,354,11,Website,http://www.jhechem.com/ ; nan
,354,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=8#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=9#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=12#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=13#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=5#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=10#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=8#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=8#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=7#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=6#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=11#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=10#J_Condition
,355,1,Name,"Hangzhou Jingyou Chemical Co., Ltd."
,355,3,Products, Aniline
,355,10,Contact,"{'Tel': ['+8613805713832    571-87211402'], 'Email': [' sales@jingyouchem.com']}"
,355,11,Website,nan
,355,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=9#J_Condition
,356,1,Name,"Hangzhou Langmai New Material Co., Ltd. (Hangzhou Ruiwo Technology Co., Ltd.)"
,356,3,Products, Aniline ;  Benzaldehyde
,356,10,Contact,"{'Tel': ['   0571-86722836'], 'Email': [' sales@chemlongman.com sales@chemreward.com']}"
,356,11,Website,nan
,356,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition ; https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=12#J_Condition
,357,1,Name,"Hangzhou Minko Chemical Co., Ltd."
,357,3,Products, Propionic acid
,357,10,Contact,"{'Tel': ['   0571-56021871 56021872 56021873'], 'Email': [' info@minkochem.com']}"
,357,11,Website,http://www.minkochem.com/
,357,26,Information Source,https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=6#J_Condition
,358,1,Name,"Hangzhou MolCore BioPharmatech Co.,Ltd."
,358,3,Products," JWH 167 ;  Valeraldehyde ;  Bromopropanone ;  2,2'-Azobis(2-methylpropionitrile) ;  Phenylacetaldehyde ;  Benzylamine ;  Acetophenone"
