ID,Name,Tel,Email,CAS,Product Name,Stock_Weight,Price,Last_Updated,Verified_On,Remarks,Website_URL,Source_URL
ChemBook_2241,"Wuhan Quanjinci New Material Co.,Ltd.",+8615271838296   , kyra@quanjinci.com, 62-53-3, Aniline,,,,,Purity: 0.99 | Package: 5KG;1KG,http://www.quanjinci.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2242,Amadis Chemical Company Limited,+86    571-571-89925085, sales@amadischem.com, 62-53-3, Aniline,,,,,,,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2243,"Shandong Dexiang International Trade Co., Ltd",+8615662695772   , sales006@dexiangchemical.com, 62-53-3, Aniline;Aminobenzene;Phenylamine,,,,2023-11-30,Purity: 99.9% | Package: 200kg | CustNote: Industrial grade,http://,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2244,"Shanghai Acmec Biochemical Technology Co., Ltd.",+undefined18621343501   , product@acmec-e.com, 62-53-3, Aniline,,,,,"Purity: AR,99.5% | Package: 500ml, 2.50L, 5L",http://www.acmec.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2245,"Hubei coward Chemical Co., Ltd",+8613125172151   , 3508116617@qq.com, 62-53-3, Aniline,,,,,Purity: 99% | Package: 1kg;25kg;1000kg,https://www.cowardhg.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2246,"Shanghai Hengmao New Materials Technology CO., LIMITED",+8617736933208    0086-1773693, 1137059254@qq.com, 62-53-3, Aniline,,,,2022-11-01,Purity: 99% | Package: 100kg;50kg;25kg;5KG;1KG,http://shanghaihm.com/index.asp,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2247,"Henan Fengda Chemical Co., Ltd",+8613613820652    +86-371-86557731, info@fdachem.com, 62-53-3, Aniline,,,,,"Purity: 99% | Package: 1KG;5KG;25kg;200kg;1000kg IBC | CustNote: g-kg-tons,free sample is available.Bottle/drum/IBC.Advantage products,new batches,regular stock, ready for shipment.",http://www.fdachem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2248,"TaiZhou ZhiCheng Chemicals & Technology Co., LTD.",13365232216    0523-82837785, info@jszchg.com, 62-53-3, Aniline,,,,,,http://www.jszchg.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2249,HENAN SUNLAKE ENTERPRISE CORPORATION,   +86-371- 55366292, info@hnsunlake.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList30312/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2250,"Henan Allgreen Chemical Co.,Ltd",   +86-0371-87507775, sales@allgreenchem.com, 62-53-3, Aniline,,,,,,http://www.allgreenchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2251,"Hangzhou Yunuo Chemical Co., Ltd",   +86-571-83715115, sales@yunuochem.com, 62-53-3, Aniline,,,,,,http://www.yunuochem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2252,"laidiou biological technology co.,limited",   0512-81664689, sales@laidiou.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList30287/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2253,Tianjin Snow Bio-technique Co.Ltd.,   +86-022-60980596, Administrator@snowbiote.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList30326/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2254,"Hunan chemfish Pharmaceutical co.,Ltd",   0731-85567275, sales@chemfish.com, 62-53-3, Aniline,,,,,,http://www.chemfish.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2255,Beijing Cerametek Materials Co. Ltd.,   +86-10-6156.6641, sales@cerametmaterials.com, 62-53-3, Aniline,,,,,,http://www.cerametmaterials.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2256,"JINHUA HUAYI CHEMICAL CO., LTD.",   86-579-82660891, sales@chinahuayichem.com, 62-53-3, Aniline,,,,,,http://www.chinahuayichem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2257,"ALL RIGHT CHEMICAL CO.,LTD",   86-531-55516881, sales@arbiotechem.com, 62-53-3, Aniline,,,,,,http://www.arbiotechem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2258,"Shanghai Run-Biotech Co., Ltd.",+8613817537615    021-57171705, sales@run-biotech.com, 62-53-3, Aniline,,,,,,http://www.run-biotech.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2259,"Shanghai Yolne Chemical Co., Ltd.",   021-62960152, 934678158@qq.com, 62-53-3, Aniline,,,,,,http://www.yolne.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition
ChemBook_2260,Hangzhou Now Chemicals Co; Limited.,   86-571-82856962, service@nowchemie.com, 62-53-3, Aniline,,,,,,http://www.nowchemie.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2261,"Tangyuan Life Science (Shanghai) Co., Ltd",+86    400, sales@townyuan.com, 62-53-3, Aniline,,,,,Purity: 97% | Package: 1KG;5KG;10KG;100KG,http://www.townyuan.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2262,Spectrum Chemical Manufacturing Corp.,+8615221380277    021-021-021-67601398-809-809, marketing_china@spectrumchemical.com, 62-53-3," Aniline, Reagent, ACS",,,,,"Purity: Reagent, ACS | Package: 200LTBL | CustNote: A1295",https://www.spectrumchemical.com/OA_HTML/index.jsp?minisite=10020&respid=22372&language=US,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2263,Changzhou GuangJia Chemical Co. Ltd.,15351991043    0519-0519-85267898, sales@guanjiachem.net, 62-53-3, Aniline,,,,,Purity: 99,http://www.guanjiachem.net/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2264,"Shanghai He Huan Chemical Co., Ltd.",13917602471    021-021-60345187, lzz841106@aliyun.com, 62-53-3, Aniline,,,,,Purity: 98%,https://www.chemicalbook.com/ShowSupplierProductsList30458/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2265,"Shanghai Ditao Chemical Technology Co., Ltd.",17717569696    021-021-37122200, sales@ditaochem.com, 62-53-3, Aniline,,,,,Purity: 99.6,http://www.ditaochem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2266,"Hubei xin embellish DE chemical co., LTD",15871472056    027-51837617, 1659622278@qq.com, 62-53-3, Aniline,,,,,Purity: 98% | Package: 25kg,http://www.chemicalbook.com/ShowSupplierProductsList30695/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2267,"Henan's chemical products co., LTD",15378766539    0371-0371-60919097, 794449696@qq.com, 62-53-3, Aniline,,,,,Package: 5g 10g 25g 50g 100g 500g 1kg,http://www.psaichem.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2268,"Zhengzhou Acme Chemical Co., Ltd.","+8613303845143    0371-037163312495,13303845143", 3001379618@qq.com, 62-53-3, Aniline,,,,,"Purity: 99% | Package: 5g,10g,25g,50g,100g,250g,500g,1kg,5kg",http://www.acmechem.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2269,"Jinan Renyuan Chemical Co., Ltd.",+8618396852370    0531-0531-86128689, 1840274076@qq.com, 62-53-3, Aniline,,,,,Purity: 99.5% | Package: 230KG/100,http://www.chemicalbook.com/ShowSupplierProductsList30891/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2270,"Shenzhen Polymeri Biochemical Technology Co., Ltd.",+8613028896684    400-+86-400-002-6226, sales@rrkchem.com, 62-53-3, Aniline,,,,,Package: Mg-g,https://www.rrkchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2271,Liaocheng Tongda Chemical Co. LTD,+8618963573761   , 18963573761@163.com, 62-53-3, Aniline,,,,,Purity: 99%,https://www.chemicalbook.com/ShowSupplierProductsList31243/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2272,"Henan Pusai Chemical Products Co., Ltd.",13663805960    0371-0371-63357898, 1280786222@qq.com, 62-53-3, Aniline,,,,,Purity: 98% | Package: 5g;10g;25g;50g;100g;,http://www.psaichem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2273,"Shanghai guanghua technology co., LTD",13801626616    021-021-51098368, chemol@hi2000.com, 62-53-3, Aniline,,,,,Purity: AR | Package: 500 毫升,http://www.e-chem.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2274,"Zhengzhou Edward Biology Co.,Ltd",15538176268    15538176268 1875164801, jacschem@163.com, 62-53-3, Aniline,,,,,Purity: 0.98 | Package: 1g;5g;10g;25g;50g;100g;250g;500g;1kg;5kg,http://www.edwardbiology.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2275,lishuohuagong,+8615053312575    0533-15053312, 3034942636@qq.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/supplier/23325451/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2276,"Nanjing Guoye Chemical Materials Co., Ltd.",   025-58799139, njgyhg@126.com, 62-53-3, Aniline,,,,,,http://www.www.cn.chemnet.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2277,"Hefei Fuhui New Material Co., Ltd.",   13605516669, YGY060830@163.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList1514398/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2278,"Shanghai Chinese Simplification Co., Ltd.",   021-32501999, 3532921168@qq.com, 62-53-3, Aniline,,,,,,http://www.shzjchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2279,"Lianyungang Suofu Biological Technology Co., Ltd.",   0518-85807705, 2286480458@qq.com, 62-53-3, Aniline,,,,,,http://www.suofochem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=4#J_Condition
ChemBook_2280,"Jinan Hongrun Chemical Co., Ltd.",   18560225890, sales@jnhrchem.com, 62-53-3, Aniline,,,,,,http://www.jnhrchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2281,"Hangzhou Hongyin Import and Export Co., Ltd.",   0086-571-88808190, sales@gbchemwin.com, 62-53-3, Aniline,,,,,,http://www.gbchemwin.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2282,"Shandong Boman Chemical Co., Ltd.",   0533-7872088, 1020308335@qq.com, 62-53-3, Aniline,,,,,,http://www.sdbmhx.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2283,"Shanghai Runjie Chemical Reagent Co., Ltd.",   021-52511155, caiwei@richjoint.com, 62-53-3, Aniline,,,,,,http://www.richjoint.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2284,"Jinan Dehou Chemical Co., Ltd.",   0531-88588468, 1805225778@qq.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList1614040/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2285,"Changzhou Yubo Chemical Technology Co., Ltd.",   0519-88368866, 2360549695@qq.com, 62-53-3, Aniline,,,,,,http://www.czyubochem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2286,"Shenzhen Sunlight Group Co., Ltd",   86-0755-26949372, a234@vip.163.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList5352/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2287,"Guangdong Xilong Chemical Co., Ltd",   0754-2481166, qsb1121@yahoo.com, 62-53-3, Aniline,,,,,,http://www.xlhg.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2288,"Shanghai Baorui Chemical Co., Ltd","   021-62148466,021-62148433", sales@brchem.com, 62-53-3, Aniline,,,,,,http://www.shbrchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2289,"Harbin Ocean Commerce & Trade Co., Ltd",   0086-451-82366783, xinshui@mail.ru, 62-53-3, Aniline,,,,,,http://www.oceanchina.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2290,"Yangzhou Phoenix Island Chemical Co., Ltd.",   0514-86374620, fhd@fhdchem.com, 62-53-3, Aniline,,,,,,http://www.fhdchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2291,Fubon Nanjing Chemical Co.,   025-83179199, sales@fbchem.com, 62-53-3, Aniline,,,,,,http://www.fbchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2292,"Liaoning Qingyang Chemical Industry (Group) Co., Ltd.",   0419-3160823, info@qycc.com, 62-53-3, Aniline,,,,,,http://qytzhg.norincogroup.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2293,"Lu light in Zibo Chemical Co., Ltd.",   0533-3983918 13371581222 18605336902, xiaoshou@luzhongchem.com, 62-53-3, Aniline,,,,,,http://www.luzhongchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2294,"Shanghai Haodeng Chemical Co.,Ltd.",   +86-21-62323636 62307212 52560027 52560064, info@haodengchem.com, 62-53-3, Aniline,,,,,,http://www.haodengchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2295,"JinTian Enterprises (Nanjing) Co., Ltd.",   025-58393388-138, 396944052@qq.com, 62-53-3, Aniline,,,,,,http://www.kamtian.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2296,"Linhai Yida Trading Co.,Ltd.",13958599911    0576-85311311, sales@yidatrade.com, 62-53-3, Aniline,,,,,,http://www.yidatrade.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2297,"Jilin city success international trading co., ltd.",   +86-432-3973913, Sales@jilinchemical.com, 62-53-3, Aniline,,,,,,http://www.jilinchemical.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2298,"Nanjing T.H.Chemical Co., Ltd",   025-83563581 83563582, sales@thchemical.com, 62-53-3, Aniline,,,,,,http://www.thchemical.com/pages/pro2102_en.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2299,Jiangsu Chem. & Bldg. Ltd,   025-83179658, sales@jshj.com, 62-53-3, Aniline,,,,,,http://www.jshj.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=5#J_Condition
ChemBook_2300,"Ningbo Free Trade Zone Chemical & Light Industry Co., Ltd.",   86-0574-87304909, nbhq@mail.nbptt.zj.cn, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList7583/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2301,Nanjing Chem. Corp. Chemical Plant,   025-57791292, nanjingchem@nanjingchem.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList6012/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2302,"Guangdong Xilong Chemical Co., Ltd",   020-62612188 0754-82481166, 2914819189@qq.com, 62-53-3, Aniline,,,,,,http://www.xlhg.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2303,"Changzhou Feiyu Chemical Co., Ltd",18261166666    0519-85766826, sales@chinafychem.com, 62-53-3, Aniline,,,,,,http://www.czfychem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2304,"Zibo Chenbang Chemical Technology Co., Ltd",   0533-6208589, sales@chenbangchem.com, 62-53-3, Aniline,,,,,,http://www.chenbangchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2305,"Changzhou Puhua Chemical Co.,Ltd",   0519-83519308, sales@puhuachem.com, 62-53-3, Aniline,,,,,,http://www.puhuachem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2306,"Changzhou Juyun Chemical Co., Ltd",   0519-88121245, sales@juyunchem.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList17311/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2307,"Shanghai Daye Chemical Co.,Ltd",   021-32010223, dayechem@dayechem.com, 62-53-3, Aniline,,,,,,http://www.dayechem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2308,"Jinan Zhongya Sincerity Import & Export Co., Ltd.",   +86(531)8890-8378/8801-2318, jnzyxc98@126.com, 62-53-3, Aniline,,,,,,http://www.jnzyxc.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2309,"Xinxiang Xinyu Chemical Co.,Ltd",   0373-5599201, sales@xxxyhg.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList18795/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2310,Wuhan Zhongxin Chemical Material Supply Station,   86-27-83529553, hbzx@chemnet.com, 62-53-3, Aniline,,,,,,http://www.whzxchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2311,"Huangshan Basihui Chemical Auxiliary Co., Ltd",18305590787   , sales@hsbsh.com, 62-53-3, Aniline,,,,,,http://www.hsbsh.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2312,"Jinan Great Chemical Co.,Ltd.",13006597328    0531-58668199, fxngy51@163.com, 62-53-3, Aniline,,,,,,http://www.chemgreat.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2313,Lianyungang realforce Environmental Protection Industry Co. Ltd,   0518-83866111, sales@lygrunfeng.com, 62-53-3, Aniline,,,,,,http://www.lygrunfeng.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2314,"Changzhou Kemike Trade Co., Ltd",   0519-86808992, kmk@czkmk.com, 62-53-3, Aniline,,,,,,http://www.czkmk.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2315,"Quzhou Guomao Chemical Co., Ltd.",   0570-385-1328, qzgmhg@sina.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList13996/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2316,"Jinan Mingwei Chemical Co., Ltd",   0531-88773868,, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList17771/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2317,"Jinan Chuaungshi Chemical Co.,Ltd",   0531-88770911188883322440531-88770411, yan@jncschem.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList17753/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2318,"Kunshan Yalong Trading Co.,Ltd",   0512-57555380, kunshan@yalongchina.net, 62-53-3, Aniline,,,,,,http://www.ksylmy.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2319,"Jinan Tianjiang Chemical Co., Ltd",15866620025    0531-55511236, 1542002666@qq.com, 62-53-3, Aniline,,,,,,https://www.chemicalbook.com/ShowSupplierProductsList17774/0_EN.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=6#J_Condition
ChemBook_2320,"Wuhan Yelang Chemical Co., Ltd",   027-83517959, yl@yelangchem.com, 62-53-3, Aniline,,,,,,http://www.yelangchem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2321,"Shanghai Xiechen Trading & Developing Co., Ltd",   021-52908009, sales@xiechen.com, 62-53-3, Aniline,,,,,,http://www.xiechen.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2322,"Sangon Biotech (Shanghai) Co., Ltd.",   800-820-1016, market3@sangon.com, 62-53-3, Aniline,,,,,,http://www.sangon.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2323,"DAMING CHANGDA CO.,LTD",   86-310-5102000, joelee@changdapharm.com, 62-53-3, Aniline,,,,,,http://www.changdapharm.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2324,Changzhou Foreign Trade Corp,   0519-88865202, sales@czdwmy.com, 62-53-3, Aniline,,,,,,http://www.czdwmy.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2325,"Changzhou Anchor Biological Technology Co., Ltd",18915088878    0519-0519-85519868, sales@ankerbio.com, 62-53-3, Aniline,,,,,Purity: 98 | Package: 1kg/,https://www.chemicalbook.com/ShowSupplierProductsList17286/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2326,"Shanghai Wohua Chemical Co., Ltd.",17302146015    021-57681602, 2436856583@qq.com, 62-53-3, Aniline,,,,,Purity: 99% AR | Package: 1kg?; 5kg ; 25kg?; 200升,https://www.chemicalbook.com/supplier/15577340/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2327,Yikang Chemical（Hubei）Co.， LTD,+8618971353902    027-027-18971353-902, 2242508613@qq.com, 62-53-3, Aniline,,,,,Purity: 99% | Package: 1kg/;25kg/;1000kg/,http://www.chemicalbook.com/ShowSupplierProductsList1993475/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2328,"Guangdong Wengjiang Chemical Reagent Co., Ltd.",+8613927870850    0751-2886766, 3001267247@qq.com, 62-53-3, Aniline,,,,,Purity: 0.999 | Package: 25g;100g;500g;25kg,http://www.wj-chem.com/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2329,"ShangHai Anpel Co, Ltd.",+8615618996369   , shanpel@anpel.com.cn, 62-53-3, Aniline,,,,,Purity: - | Package: 1ml,http://www.anpel.com.cn/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2330,"Wuhan canos Technology Co., Ltd",15327105076    027-027-83238443, 926254131@qq.com, 62-53-3, Aniline,,,,,Purity: 99.5% | Package: 500ml/36;25l/186,https://www.chemicalbook.com/supplier/24787017/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2331,"Shandong chuangying chemical co., ltd",15589901131    155-8990-1131, 2235633711@qq.com, 62-53-3, Aniline,,,,,Purity: >=99%,https://www.chemicalbook.com/ShowSupplierProductsList416528/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2332,"Wuhan xinyangruihe Chemical Technology Co., Ltd.",18120580375    027-027-83850375, 669797270@qq.com, 62-53-3, Aniline,,,,,Purity: 98%；99% | Package: 1公斤；25公斤；100公斤；吨位,https://www.chemicalbook.com/ShowSupplierProductsList592397/0.htm,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
ChemBook_2333,Jinan Trands Chemical Co. LTD,+8615154153272    0531-88770911, 1343989492@qq.com, 62-53-3, Aniline,,,,,Purity: 99.9%,https://www.chemicalbook.com/supplier/23540232/,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=7#J_Condition
