1_3:1:331,13,13,Server Location,"(Telecom)Shijiazhuang, Hebei, China",
1_3:1:332,13,16,Remark,"Searching ’fentanyl’ on Jvrong website and the only seller providing fentanyl is Songbai Chem, while the product list on its official website include many kinds of newly regulated NPS but fentanyl. The information on Jvrong was posted on 10/08/2018.(https://www.jvrong.com/business_4915460.htm), includes some other drugs which are not on its official website such as phenylpropane, 5-Meo-DMT, AM-694, AM-2201, 2C-E, MDPV",
1_3:1:333,13,17,Post on,http://www.51sole.com/b2b/pd_154858616.htm,
1_3:1:337,14,1,Chinese Name,,
1_3:1:338,14,2,Address,"Company Location: 185 Heping Ave., Wuchang Dist., Wuhan, Hubei(湖北武汉武昌区和平大道185号); Factory Location: 5F, Huaan buliding,197 Wenhuaxilu Rd., Weihai, Shandong(山东威海文化西路197号华安大厦5层)",
1_3:1:339,14,3,Products,Furanylfentanyl,
1_3:1:340,14,5,Pricing($),100/g,
1_3:1:341,14,4,Production Capacity,500 Kg/Mon,
1_3:1:342,14,6,Payment method,Bitcoin,
1_3:1:343,14,7,Terms of Sale,Minimum order quantity: 10g,
1_3:1:344,14,8,Packaging  ,Discreet package,
1_3:1:345,14,9,Delivery,"EMS,UPS,FEDEX, TNT",
1_3:1:346,14,10,Contact,Tel: 187045458754; Email: orgchemsales08@aliyun.com; Skype: orgchemsales08,
1_3:1:347,14,11,Website,"http://aliorgchemical.ecer.com, http://www.aliorgchemical.com (invalid) or http://aliorgchemical.sell.everychina.com/aboutus.html",
1_3:1:348,14,12,IP Address,,
1_3:1:349,14,13,Server Location,,
1_3:1:350,14,15,Main Market,"USA, EU, Russia, France, Poland, Australia, new zealand ,Canada'",
1_3:1:351,14,16,Remark,"Discreet package, high passing rate to USA, Australia, Russia, France, Poland, New Zealand ,Canada .",
1_3:1:352,14,17,Post on,http://www.tradesparq.com/products/2138147/Supply-Furanyl-fentanyl-orgchemsales08-aliyun-com-Quick-Safe-Delivery-manufacturers?lang=zh-CN,
1_3:1:356,15,1,Chinese Name,,
1_3:1:357,15,2,Address,"No. 49 Guihua Rd., Yuhua Dist., Changsha, Hunan(湖南长沙雨花区桂花路49号)",
1_3:1:358,15,3,Products,Fentanyl; Carfentanyl; Butyrylfentanyl; Fentanyl HCL,
1_3:1:359,15,4,Production Capacity,500Kg/Mon,
1_3:1:360,15,5,Pricing($),1/g,
1_3:1:361,15,6,Payment method,Bitcoin,
1_3:1:362,15,7,Terms of Sale,Minimum order: 10g,
1_3:1:363,15,8,Packaging  ,,
1_3:1:364,15,9,Delivery,"DHL, EMS, FedEx, HKEMS, TNT, UPS ",
1_3:1:365,15,10,Contact,,
1_3:1:366,15,11,Website,http://web.lantetech.com,
1_3:1:367,15,12,IP Address,103.66.92.10,
1_3:1:368,15,13,Server Location,"Hexi Dist., Tianjin",
1_3:1:369,15,14,Active Level,Last online: 10/25/2018,
1_3:1:370,15,15,Main Market,"USA, South America, Europe, Africa, Middle East, Asia,",
1_3:1:371,15,16,Remark,"The products can be sent to USA, Brazil, The Czech republic...with special package.The shipping way which can ensure high success rate of customs.we assure you good quality with safe delivery.’",
1_3:1:372,15,17,Post on,https://www.diytrade.com/china/pd/20768473/Fentanyl_FCL.html   (deleted),
1_3:1:376,16,1,Chinese Name,福佰纳医药化学试剂有限公司,
1_3:1:378,16,21,Unified social credit code,911202245626839073,
1_3:1:378,16,22,Legal Representative,Tao Baorui(陶宝瑞),
1_3:1:378,16,23,Registered Capital,"1,000,000 RMB",
1_3:1:378,16,24,Registration date,11/5/2010,
1_3:1:378,16,25,Corporate domicile,天津宝坻经济开发区（原天宝工业园）,
1_3:1:378,16,26,Information Source,https://www.tianyancha.com/company/2860038142,
1_3:1:379,16,2,Address,"119 Zhonghua Rd., Gaocheng Dist., Shijiazhuang, Hebei(藁城区中华路119号)",
1_3:1:380,16,3,Products,Fentanyl; Carfentanyl; Methoxyacetylfentanyl; Butyrylfentanyl; Furanylfentanyl; 3-methyl-furanylfentanyl,
1_3:1:381,16,4,Production Capacity,500 Kg/Mon,
1_3:1:382,16,5,Pricing($),5/g(Fentany and Carfentanyl); others 10/g,
1_3:1:383,16,6,Payment method,Bitcoin,
1_3:1:384,16,7,Terms of Sale,Minimum order: 10g,
1_3:1:385,16,8,Packaging  ,safe and discreet packaging'. 'Unique ways to ship 10g to 100kg powders to your destination.we offer melting powder into liquid service and ship the liquid in special bottles.',
1_3:1:386,16,9,Delivery,"UPS, DHL, FEDEX, EMS, TNT. EUB From Shanghai, Tianjin,Shenzhen, Hongkong ",
1_3:1:387,16,10,Contact,"Tel:  13166595345, 03115218226, 02260501319; Email: nina@fubainachem.com, judy_4553@outlook.com",
1_3:1:388,16,11,Website,http://fubainachem.com(can't access),
1_3:1:389,16,12,IP Address,,
1_3:1:390,16,13,Server Location,," china, https://annafubaina.guidechem.com/contact.html"
1_3:1:391,16,14,Active Level,04/13/2019,
1_3:1:392,16,15,Main Market,"US, Germany, Sweden, Singapore, Canada, Russia",
1_3:1:393,16,16,Remark,"Well expertised in package and custom clearance'.'Fast delivery by safe express way to all the country''Fast and discreet shipment will be arranged to pass customs.'' to russia we have 100% safe way to there.' 'To Russia We Have100% Safe way to there. ИНФОРМАЦИЯ О ДОСТАВКЕ
1:ОТПРАВКА КУРЬЕРНОЙ СЛУЖБОЙ ПО ВСЕМУ МИРУ ДЛИТСЯ ДО 5ДНЕЙ,ТОВАР ЗАМАСКИРУЕМ И ОТПРАВИМ.
2: В РОССИЮ ДОСТАВЛЯЕМ ГРУЗОПЕРЕВОЗКОЙ,ТОВАР ПРОХОДИТ ГРАНИЦУ НА 100%,СРОК ДОСТАВКИ 7ДНЕЙ.'",
1_3:1:394,16,17,Post on,"http://ecrobot.com/product/product_view.php?idx=1121473, https://m.diytrade.com/m4/pd/20760434/buff_BUFF_powder_in_stock_high_purity.html",
1_3:1:407,17,1,Chinese Name,,
1_3:1:408,17,2,Address,"666 Jiangnan Rd., Huangdao Dist., Qingdao, Shandong(山东青岛黄岛区江南路666号)",
1_3:1:409,17,3,Products,Fentanyl; Carfentanyl; Methoxyacetylfentanyl; Alprazolam,
1_3:1:410,17,4,Production Capacity,500 Kg/Mon,
1_3:1:411,17,5,Pricing($),1/g,
1_3:1:412,17,6,Payment method,Bitcoin,
1_3:1:413,17,7,Terms of Sale,Minimum order: 10g,
1_3:1:414,17,8,Packaging  ,,
1_3:1:415,17,9,Delivery,"TNT,EMS,UPS,FEDEX, from Shanghai",
1_3:1:416,17,10,Contact,,
1_3:1:417,17,11,Website,http://www.rottamedicine.com,
1_3:1:418,17,12,IP Address,192.200.207.16,
1_3:1:419,17,13,Server Location,U.S.,
1_3:1:420,17,14,Active Level,Last on line: 10/22/2018,Inactive as of 2024
1_3:1:421,17,15,Main Market," US, Brazil, Canada, Germany, UK, Spain, Australia ",
1_3:1:422,17,16,Remark,"The products can be sent to USA, Brazil, The Czech republic...with special package.''The shipping way which can ensure high success rate of customs.'",
1_3:1:423,17,17,Post on,https://www.diytrade.com/china/pd/20765266/fentanyl_MAF_carfentanyl.html    (deleted),
1_3:1:433,18,1,Chinese Name,,
1_3:1:434,18,2,Address," No.888 Shangqing Rd., North(the reasearcher assumes it is Qiaoxi) Dist., Shijiazhuang, Hebei/ Jing'an district, Rm 0902, block A, Shanghai (this address is on its official website but it doesn't look correct)",
1_3:1:435,18,3,Products,Fentanyl; Furanylfentanyl; Methamphetamine; Methoxyacetylfentanyl; Butyrylfentanyl; ME-Thoxyacetylfentanyl,
1_3:1:436,18,4,Production Capacity,,
1_3:1:437,18,5,Pricing($),"1/g(all kinds of fentanyls on its product list), 10-100/g(Methamphetamine)",
1_3:1:438,18,6,Payment method,Bitcoin,
1_3:1:439,18,7,Terms of Sale,Minimum order: 5g,
1_3:1:440,18,8,Packaging  ,Very very discreetly We never mention products names or the website names on the outside of your order.',
1_3:1:441,18,9,Delivery,"HKEMS, TNT, FEDEX, DHL, UPS from Shanghai, 'guaranteed delivery.'",
1_3:1:442,18,10,Contact,; Email: doris@hbbenton.com,
1_3:1:443,18,11,Website,http://www.hbbenton.com  or   http://www.bkabcdibupvpcec.com,
1_3:1:444,18,12,IP Address,103.66.94.27,
1_3:1:445,18,13,Server Location,"Hexi Dist., Tianjin",
1_3:1:446,18,14,Active Level,07/23/2019,Inactive as of 2024
1_3:1:447,18,15,Main Market,"USA, Germany, Spain, UK, Australia, Middle East",
1_3:1:448,18,16,Remark,All the fentanyls it sells on DIYTrade are listed as'Buff Fuf Fentan-YL Replacement MAF ME-Thoxyacetylfentan-YL ' to aviod censorship.,
1_3:1:449,18,17,Post on,https://m.diytrade.com/m4/pd/20507606/Buff_Fuf_Fentan_YL_Replacement_MAF_ME_Thoxyacetylfentan_YL_Ethylone_BK_5F_Adb.html,
1_3:1:453,19,1,Chinese Name,,
1_3:1:454,19,2,Address," No.165 Kangmei Rd., Jiangxia Dist.,Wuhan, Hubei(湖北武汉江夏区康美路165号)","No.161 kangmei road, Jiangxia District,wuhan
Wuhan, 430200"
1_3:1:455,19,3,Products,Furanylfentanyl; Methoxyacetylfentany; U-48800; Dibutylone; etc.,"Etizolam,diclazepam,2f-dck,BMK,5F-MDMB-2201,4-CDC, , 4F-ADB,U-58800,BMDP,e-bk,Eutylone,NDH,mmb-2201,fub , emb,5cakb48,mphp2201,mmb-fub,Jintropin,Kigtropin,H , ygtropin,Riptropin,RENTROPIN,igtropin,hcg5000iu,EP"
1_3:1:456,19,4,Production Capacity,1 Ton/Mon,
1_3:1:457,19,5,Pricing($),,
1_3:1:458,19,6,Payment method,Bitcoin,
1_3:1:459,19,7,Terms of Sale,Minimum order: 5g,
1_3:1:460,19,8,Packaging  ,,
1_3:1:461,19,9,Delivery,"EMS,DHL,FEDEX,UPS,TNT from Shenzhen",
1_3:1:462,19,10,Contact,,
1_3:1:463,19,11,Website,,
1_3:1:464,19,14,Active Level,04/14/2019,
1_3:1:465,19,15,Main Market,"USA, EU",
1_3:1:466,19,16,Remark,Fast delivery by safe express way to all the country.',
1_3:1:467,19,17,Post on,https://www.mfrbee.com/mf_product/172673/bmf_fentanyl_analogues_fu_f.html,
1_3:1:467,19,17,Post on, https://www.mfrbee.com/mf_product/172673/bmf_fentanyl_analogues_fu_f.html,
1_3:1:467,19,17,Post on,"http://www.eb80.com/Sell_Product_377891/Sell_Methoxyacetylfentany_maf_skype_mike_health205/,",
1_3:1:471,20,1,Chinese Name,常州融创生物科技有限公司,
1_3:1:473,20,21,Unified social credit code,91320412MA1ND3KC42,
1_3:1:473,20,22,Legal Representative,Wang Zhitang(王志堂),
1_3:1:473,20,23,Registered Capital,"3,000,000 RMB",
1_3:1:473,20,24,Registration date,2/10/2017,
1_3:1:473,20,25,Corporate domicile,常州市武进区南夏墅街道南塘路21号,
1_3:1:473,20,26,Information Source,https://www.tianyancha.com/company/3012930138,
1_3:1:474,20,2,Address,"21 Nantanglu Rd., Wujin Dist., Changzhou, Jiangsu(常州市武进区南夏墅街道南塘路21号); The address it claims online:No. 21, Nantang Rd., Nanxiashu Str., Wujin Dist., Changzhou, Jiangsu",
1_3:1:475,20,3,Products,Furanylethylfentanyl; Methoxyacetylfentanyl; Butyrfentanyl," CAS :82723-02-2, 1616253-26-9 I-AMB,6585-53-1,171596-29-5,8492312-32-2"
1_3:1:476,20,4,Production Capacity,500 Kg/Mon,
1_3:1:477,20,5,Pricing($),100/1-10g,
1_3:1:478,20,6,Payment method,Bitcoin,
1_3:1:479,20,7,Terms of Sale,Minimum order: 10g,
1_3:1:480,20,8,Packaging  ,,
1_3:1:481,20,9,Delivery,"Hongkong EMS, DHL, Fedex, UPS, TNT, EUB from Shanghai",
1_3:1:482,20,10,Contact,"Tel: 17766205786, 13582122568, 051983991290; Email: bella@rongchuangnet.com","86-135-82122568 , grace@rongchuangnet.com"
1_3:1:483,20,11,Website,http://www.rongchuangbiology.com,https://rongchuangbiotech1.guidechem.com/
1_3:1:484,20,14,Active Level,09/26/2017,
1_3:1:485,20,15,Main Market,"North America,South America,Eastern Europe,Southeast Asia,Western Europe,Central America,Northern Europe,Southern Europe",
1_3:1:486,20,16,Remark," rate of passing customs is 99.9% including Russia, Australia and any other(country).''all parcel shipments are shipped discreetly and secure under customers' all requests.'",
1_3:1:487,20,17,Post on,https://www.chemicalbook.com/SupplyInfo_311743.htm,
1_3:1:487,20,17,Post on,http://www.weiku.com/products/22172172/GOOD_quality_MAF_for_europe_market.html,
1_3:1:487,20,17,Post on,https://www.lookchem.com/product_White-powder-BUFF-with-high-quality/18105933.html,
1_3:1:491,21,1,Chinese Name,"环美生物科技有限公司(to be varified, not mapped)",
1_3:1:492,21,2,Address,"Qiaoxi Dist., Shijiazhuang, Hebei",
1_3:1:493,21,3,Products,Fentanyl; Carfentanyl; Furanylfentanyl; Methoxyacetylfentanyl; 4-Fluoroisobutyrfentanyl,"Methylone; bk-ebdp; Dibutylone; 4cl-pvp; 4-cec; 4-mbc; 2-nmc; fub-amb; adb-fubinaca; 5f-abdab-pinaca; Mexedone; mmb-chiminaca; mab-chminaca; mdphp;mdpt; BMDP; Fab-144; SDB-005; Fu-fentanyl; U-47700; U-49900; 4-meo-DMT; 5-meo-mipt; 3-meo-pcp; 3-FPM; Alprazolam; Diclazepam; APPP; 4f-php;th-pvp; Hex-en(N-Ethylhexedrone); Nm-2201; 4-cprc; 4-MPD; 4-FPD; Medhylone; 4-cl-pvt; 4cl-pmt; Buff; Dimethyltryptamine; 2-Fluorodeschloroketamine ; Deschloroketamine
"
1_3:1:494,21,4,Production Capacity,500Kg/Mon,
1_3:1:495,21,5,Pricing($),1-10/g,
1_3:1:496,21,6,Payment method,"Bitcoin, T/T, Western Union, Money Gram",
1_3:1:497,21,7,Terms of Sale,Minimum order quantity: 5g,
1_3:1:498,21,8,Packaging  ,,
1_3:1:499,21,9,Delivery,"EMS, DHL, TNT, UPS, FedEx from Shanghai, Shenzhen, Hongkong, Beijing, 4-7 days",
1_3:1:500,21,10,Contact,Tel: 031183758060; Email: :emma@hm-biotech.com,
1_3:1:501,21,11,Website," http://hm-biotech.com, http://www.hmbiological.com(both invalid)",
1_3:1:502,21,14,Active Level,03/16/2018,Company has a presence on Linkedln as of 2024
1_3:1:503,21,15,Main Market,,
1_3:1:504,21,16,Remark,"shipping wet ice in continental US'.'if package get seized by customs,we will reship free.'",
1_3:1:505,21,17,Post on,http://www.weiku.com/products/22148718/MAF_MAF_MAF.html,
1_3:1:505,21,17,Post on,https://www.chemicalbook.com/SupplyInfo_307342.htm ,
1_3:1:505,21,17,Post on,https://www.chemicalbook.com/SupplyInfo_308765.htm,
1_3:1:505,21,17,Post on,http://product.forbuyers.com/d200051320.html,
1_3:1:509,22,1,Chinese Name,武汉万利生物科技有限公司,
1_3:1:510,22,2,Address,"Rm 1109 Sunshine Plaza,No.46 Tang Gudun Rd., Jianghan Dist.,Wuhan, Hubei(湖北省武汉市江汉区唐古墩路46号阳光广场1109房间)(the address seems not existing, and it may be Sunshine Plaza, No.50 Tangjiadun Rd.,Jianghan Dist., Hubei)","	Room 1109 Sunshine Plaza,No.46 Tang Gudun Road,Jianghan District,Wuhan, Hubei"
1_3:1:511,22,3,Products,Fentanyl; Butyrylfentanyl; Furanylfentanyl; 4-Methoxymethylfentanyl; U-47700; MMBC / MMB-Chminaca; Methoxetamine;  Methamphetamine; 'Purple Haze'(marijuana); 'Mad Hatter'; 'Funky Silber Buddha';'High Sky'; 'Smokey';'Smokey X'; 'M & ms',"EBK (bk replacement) ,Eutylone(bk replacement) ,NDH(hex replacement) ,BU ,NEP ,Cannabis ,5F-MDMB-2201 ,FUB2201 ,4FADB ,MPHP2201 ,MMB022 ,mmb2201 ,5cakb48 ,PY "
1_3:1:512,22,4,Production Capacity,,
1_3:1:513,22,5,Pricing($),300-1400/Kg,
1_3:1:514,22,6,Payment method,Bitcoin,
1_3:1:515,22,7,Terms of Sale,,
1_3:1:516,22,8,Packaging  ,"We respect our customers and their privacy. Due to this, all of our shipments are packaged properly for the safest method for shipping as well as in discreet containers. We do not place any information on the container that would compromise the contents that the packages contain.'''We offer discreet and reliable packaging and delivery.''",
1_3:1:517,22,9,Delivery,"UPS,EMS,DHL, Fedex, TNT",
1_3:1:518,22,10,Contact,,
1_3:1:519,22,11,Website, http://www.wh-wanli.com/,
1_3:1:520,22,12,IP Address,162.247.96.120,
1_3:1:521,22,13,Server Location,The British Virgin Islands,
1_3:1:522,22,14,Active Level,9/8/2017,
1_3:1:523,22,15,Main Market,Eastern Asia,
1_3:1:524,22,16,Remark,Shipping Wet ice in continental US'.'All of our shipments are packaged properly for the safest method for shipping as well as in discreet containers. We do not place any information on the container that would compromise the contents that the packages contain'.,
1_3:1:525,22,17,Post on,"http://www.wh-wanli.com/pview.asp?nid=718, http://www.wh-wanli.com/pview.asp?nid=731",
1_3:1:525,22,17,Post on,http://interposten.com/product/id/1056565/,
1_3:1:525,22,17,Post on,"http://www.vvchem.com/sell/name:buff%2cbuf-f%2c-buff%2c-fu-f%2c-furanyl-fentanyl,3504289.html",
1_3:1:525,22,17,Post on,http://interposten.com/product/id/1091939/,
1_3:1:525,22,17,Post on," http://www.vvchem.com/sell/cas:101345-66-8,3467759.html",
1_3:1:566,23,1,Chinese Name,湖北玖信科技有限公司,
1_3:1:567,23,2,Address,"Jinhong Industrial Park, Dongxihu Dist., Wuhan, Hubei(湖北武汉东西湖区金鸿工业园，蟠龙路440米以西)","Dongxihu District, Wuhan City, Hubei Province (440 meters west of Panlong Road), Wuhan City, Hubei Province, China"
1_3:1:568,23,3,Products,Fentanyl; Methoxyacetylfentanyl,bk-edbp / 5f-mdmb-2201 / 4-cec / 5fadb / fubamb / hex-en /4cl-pvp
1_3:1:569,23,4,Production Capacity,,
1_3:1:570,23,5,Pricing($),,
1_3:1:571,23,6,Payment method,Bitcoin,
1_3:1:572,23,7,Terms of Sale,,
1_3:1:573,23,8,Packaging  ,with 'Jinbo' for Hexen/MMB-FUBINACA(Gold leaf in Chinese Pinyin)/Stealth package,
1_3:1:574,23,9,Delivery,"Fast delivery by safe express way to all the country.' EMS,DHL, FEDEX, UPS,TNT",
1_3:1:575,23,10,Contact,8.61872E+12,"Tel: 010-86+18717167777
Mobile: 18717167777"
1_3:1:576,23,11,Website,http://www.jx-skill.com,
1_3:1:577,23,12,IP Address,137.175.11.90,
1_3:1:578,23,13,Server Location,U.S.,
1_3:1:579,23,14,Active Level,04/13/2019,
1_3:1:580,23,15,Main Market,USA,
1_3:1:581,23,16,Remark,Fentanyl isn't listed on its official website. ,
1_3:1:582,23,17,Post on,,
1_3:1:586,24,1,Chinese Name,"金中研(suspected company:Zhongyan New Material Co., Ltd./中研新材料科技股份有限公司)",
1_3:1:587,24,2,Address,"No.38 xinhua North road ,Qiaodong Dist., Xingtai, Hebei(河北邢台桥东区新华北路38号)",
1_3:1:588,24,3,Products,Fentanyl; Ketamine; Marijuana,"Methylone,Ethylone,MDMA,MDPV,A-PVP,A-PVA,A-PVT,A-PHP, 4F-PVP, 4F-PHP, PV8,PV9, 4F-PV8,4F-PV9,5-meo-dmt;5-meo-, ,dalt,5-meo-mitp,5-meo-dipt, 4-meo-dmt,25i-nbome, 25c-nbome,2C-I,2C-B,2C-D,2C-E,JWH series, AM series,5fur144, ur144,LSZ,LSD,,FUB-PB22, FDU-PB22, Dibutylone,Pentederon,Butylone,Pentylone,ABF, ABP,5FABP,5-FAMB,5-APB,6-APB ect."
1_3:1:589,24,4,Production Capacity,,
1_3:1:590,24,5,Pricing($),Negotiable,
1_3:1:591,24,6,Payment method,Bitcoin,
1_3:1:592,24,7,Terms of Sale,Minimum order quantity: 10g,
1_3:1:593,24,8,Packaging  ,We pack the packages carefully with tungsten and carbon papers to skip through customs x-ray machines at airports. Parcels are beautifully packed with gift papers from outside.''we guarantee the order will be divided into the necessary amount of packages to lower the risk',
1_3:1:594,24,9,Delivery,"EMS,TNT,Fedex,DHL,UPS, 1-2days",
1_3:1:595,24,10,Contact,,"wei.mary188(at)hotmail(dot)com
skype: wei.mary188"
1_3:1:596,24,11,Website,http://jzy-researchchemical.com,http://www.jzy-researchchemical.com
1_3:1:597,24,12,IP Address,188.241.58.62,
1_3:1:598,24,13,Server Location,Romania,
1_3:1:599,24,14,Active Level,04/11/2019,
1_3:1:600,24,15,Main Market,"USA . Canada, Europe((Poland, Germany, France , Iceland, etc.)",
1_3:1:601,24,16,Remark,"’we have 98% success to USA based clients ,95 to Canada & UK, 95% success rate to Sweden, Norway, Iceland, Finland, Australia, New Zealand etc.‘'We write gift and less value on shipping bill, so there will be not any customs tax for you.''We ship our products world wide and all packages are shipped very discreet.''Our organization name or anything else that would imply pharmaceutical contents of the package is never used in our shipments.'",
1_3:1:602,24,17,Post on,http://product.forbuyers.com/d116273012.html,
1_3:1:671,25,1,Chinese Name,Unknown,
1_3:1:672,25,2,Address,"No.8, xinhua Dist., Shijiazhuang, Hebei(to be varified)",
1_3:1:673,25,3,Products,Furanylfentanyl; A-Methylfentanyl; Alfentanyl HCL; Fentanyl HCL; Butylone; Alprazolam; MDPV; Ethylone; Methadone; ect.,not displayed
1_3:1:674,25,4,Production Capacity,500-1000Kg/Mon,
1_3:1:675,25,5,Pricing($),1-10/g,
1_3:1:676,25,6,Payment method,Paypal,
1_3:1:677,25,7,Terms of Sale,Minimum order quantity: 1g,
1_3:1:678,25,8,Packaging  ,"We offer discreet packaging and delivery. Fast and reliable shipment, using courier service, DHL,EMS,FEDEX.''discreet pack'",
1_3:1:679,25,9,Delivery,"DHL,EMS,Fedex from Tianjin",
1_3:1:680,25,10,Contact,"Tel: 18131999012, 03192696528; Email: sales2@huanyingchem.com",86-2696528
1_3:1:681,25,11,Website,http://www.huanyingchem.com  (invalid),
1_3:1:682,25,14,Active Level,,
1_3:1:683,25,15,Main Market,,
1_3:1:684,25,16,Remark,,
1_3:1:685,25,17,Post on,http://www.buy-hk.com/huanyingchem/sell-u47700-furanylfentanyl-fu-f-w-15-w-18-hydrocodone-email-skype-sales2-at-huanyingchem-dot-com-652104.html,
1_3:1:689,26,1,Chinese Name,Unknown,
1_3:1:690,26,2,Address,"Rm 1304,  Hongfu Hometown, 7 Xiongchu Ave.,East Lake High-tech Development Zone, Hongshan Dist., Wuhan(湖北武汉洪山区东湖高科技园区洪福家乡1304室)",
1_3:1:691,26,3,Products,Acetylfentanyl,
1_3:1:692,26,4,Production Capacity,,
1_3:1:693,26,5,Pricing($),,
1_3:1:694,26,6,Payment method,,
1_3:1:695,26,7,Terms of Sale,,
1_3:1:696,26,8,Packaging  ,,
1_3:1:697,26,9,Delivery,"All parcel shipments are shipped discreetly and secure. '  EMS, DHL, UPS, Fedex ",
1_3:1:698,26,10,Contact,,
1_3:1:699,26,11,Website,"http://https://www.dharmachems.com/ (invalid) ], https://cn.linkedin.com/in/dharma-chemicals-trading-co-ltd-239a0556?trk=pub-pbmap",
1_3:1:700,26,14,Active Level,,2021
1_3:1:701,26,15,Main Market,"USA, Russia, Europe",
1_3:1:702,26,16,Remark,’We have many years experience in global market and we always keep our safe shipping and fast customs clearance. ‘,
1_3:1:703,26,17,Post on,,
1_3:1:708,27,1,Chinese Name,,
1_3:1:709,27,2,Address,"119 Youyi Rd., Jiang'an Dist., Wuhan,HuBei",
1_3:1:710,27,3,Products,Furanylfentanyl; Hexen; 4-CEC; Dibutylone; Mexedrone; etc.,
1_3:1:711,27,4,Production Capacity,,
1_3:1:712,27,5,Pricing($),,
1_3:1:713,27,6,Payment method,Bitcoin,
1_3:1:714,27,7,Terms of Sale,Minimum order: 5g,
1_3:1:715,27,8,Packaging,pack discreetly with good packing methods.',
1_3:1:716,27,9,Delivery,EMS; RS shipping; e-parcel; Germany e-parcel; usps; Fedex; DHL from Shanghai; Nanjing; Hongkong,
1_3:1:717,27,10,Contact,"Tel: 02783865095, Email: tina@jxschem.com, cindychem1900@qq.com","+1-833-752-7161(toll free), +1-646-912-8384"
1_3:1:718,27,11,Website,http://www.jxschem.com,
1_3:1:719,27,12,IP Address,23.248.162.75,
1_3:1:720,27,13,Server Location,Hongkong,
1_3:1:721,27,14,Active Level,04/15/2019,
1_3:1:722,27,15,Main Market,"USA, EU",
1_3:1:723,27,16,Remark,"New Special way ship to USA,UK, France, Spain, Netherlands, Russia, Belarus, Canada, Ukraine, Japan, Korea, Singapore 100% safely!!!'",
1_3:1:724,27,17,Post on,"http://www.toocle.com/English/sell/detail--754798.html, https://detail.en.china.cn/provide/p150916230.html",
1_3:1:729,28,2,Address,"Pearl River New City, 7 Xing An Rd., Tianhe Dist., Guangzhou, Guangdong(广东广州天河区兴安路7号珠江新城)",
1_3:1:730,28,3,Products,Fentanyl;Carfentanyl; Acetylfentanyl; Furanylfentanyl; Butyrylfentanyl; Fentanyl HCL; U-47700; Bath salts; 4-MMC('Meow Meow') MDMA; etc.,
1_3:1:731,28,15,Main Market,Hebei,
1_3:1:732,28,4,Production Capacity,20Kg/Day,
1_3:1:733,28,6,Payment method,Bitcoin,
1_3:1:734,28,5,Pricing($),"20-30/g, Negotiable(Fentanyl)",
1_3:1:735,28,7,Terms of Sale,Minimum order quantity: 5g,
1_3:1:736,28,8,Packaging  ,lead (Pb) and Aliminium (Al) foil bags which are secure enough to bypass xray scanning and dog sniffing.,
1_3:1:737,28,9,Delivery,"EMS EUB UPS TNT FedEx DHL, 5-7 days .' guaranteed delivery.'",
1_3:1:738,28,10,Contact,Skype: summerzunan,"Mrs. Xin, email address: weishi0066@gmail.com, "
1_3:1:739,28,14,Active Level,04/11/2019,
1_3:1:740,28,15,Main Market,"Canada, Mexico, Brazil, UK, Russia, Germany, India, South Africa, Malta, Egypt, Armenia, Australia, Philippines, Belgium, Netherlands, Denmark","Main market: North America, South America, Western Europe, Eastern Europe, Eastern Asia, Southeast Asia, Middle East ,Africa, Oceania, Worldwide"
1_3:1:741,28,11,Website,http://weishitechnology.ecer.com/,
1_3:1:742,28,12,IP Address,119.254.28.62,
1_3:1:743,28,13,Server Location,"(BGP multiple lines)Haidian Dist., Beijing, China",
1_3:1:744,28,17,Post on,,
1_3:1:748,29,1,Chinese Name,河北蓝宇生物科技有限公司,
1_3:1:749,29,2,Address,"Yinzuo Building, 166 Zhongxingdong Str., Xingtai,Hebei(邢台桥东区中兴东大街166号银座商城)",
1_3:1:750,29,3,Products,Fentanyl; Acetylfentanyl; Methyfentanyl; Fentanyl HCL; Desmethylfentanyl; U-47700,
1_3:1:751,29,5,Pricing($),Negotiable,
1_3:1:752,29,6,Payment method,,
1_3:1:753,29,7,Terms of Sale,Minimum order quantity: 10g,
1_3:1:754,29,8,Packaging  , discreet packaging and delivery,
1_3:1:755,29,9,Delivery,"DHL,EMS,FEDEX",
1_3:1:756,29,10,Contact,,"Contact: coco coco (phone number: 13363800884, fax: 86-319-2222222), contact person- tracy"
1_3:1:757,29,11,Website,,https://hebeilanyu.guidechem.com/cominfo.html
1_3:1:758,29,15,Main Market,"North America,South America,Eastern Europe,Southeast Asia,Africa,Oceania,Mid East,Eastern Asia,Western Europe",
1_3:1:759,29,17,Post on,http://product.forbuyers.com/d121084814.html,
1_3:1:764,30,1,Chinese Name,"WuHan ZhiCheng Bio-Chemical Co., Ltd.(2002)","Update name: WuHan ZhiCheng Bio-Chemical Technology Co., Ltd.(2002)"
1_3:1:765,30,2,Address,"15th Floor, Joint International, 609 Luoyu Rd., Hongshan Dist., Wuhan,HuBei (湖北武汉洪山区珞喻路609号联合国际15层)",
1_3:1:766,30,3,Products,Fentanyl,
1_3:1:767,30,5,Pricing($),,
1_3:1:768,30,6,Payment method,,"Bank wire (T/T), Letter of Credit (L/C), MoneyGram, Western Union (WU), Cash."
1_3:1:769,30,7,Terms of Sale,,
1_3:1:770,30,8,Packaging  ,,
