ID,Name,Tel,Email,CAS,Product Name,Remarks,Updated_Date,Weight,Price(USD),Source URL
ChemBook_2117,"Hangzhou Yaoruiyicheng Biological Medicine Co., Ltd",+8618072846723   , caigou1@witofly.com, 100-52-7, Benzaldehyde,Purity: 98% HPLC | Package: 25kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2118,"Qingdao Baiyi Chemical Co., Ltd",+8613953303907   , 3654853487@qq.com, 100-52-7, Benzaldehyde,Purity: 99% | Package: 200kg/塑料桶,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2119,"Henan Junyuejian Biotechnology Co., LTD",+8618661514130    1555-0142250, 1035729108@qq.com, 100-52-7, Benzaldehyde,Purity: 98% HPLC | Package: 1kg.25kg1t,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2120,"Wuhan lanabai Pharmaceutical Chemical Co., Ltd",+8615307151931   , 2355680@qq.com, 100-52-7, Benzaldehyde,Purity: 98% HPLC&GC | Package: 1kg 25kg | CustNote: AR GR CP,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2121,Shandong Debek Bioengineering Co. LTD,+8613854830608   , 13854830608@163.com, 100-52-7, Benzaldehyde,Purity: 99% | Package: 200KG;1000KG,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2122,"Mingwei (Shandong) Supply Chain Management Co., Ltd",+8615553101303   , mingweichemical@163.com, 100-52-7, Benzaldehyde,Package: 1kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2123,"iangsu Runfeng Synthetic Technology Co., Ltd.",+8618551497631    0513-66017678, 507167383@qq.com, 100-52-7, Benzaldehyde,Purity: 99% | Package: 25kg/桶 | CustNote: 10000kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2124,"Zhengzhou Tingyang Pharmaceutical Technology Co., Ltd",+8618638163978    0371-18638163978, 3804817520@qq.com, 100-52-7, Benzaldehyde,Purity: 98% | Package: 试剂级；工业级,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2125,"Nanjing Huanuo Biomedical Technology Co., Ltd",+8618913906212   , 2885426135@qq.com, 100-52-7, Benzaldehyde,Purity: 98% HPLC | Package: mg;g,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2126,"Nanjing Yili Biotechnology Co., Ltd.",+8613333710285   , 3003882524@qq.com, 100-52-7, Benzaldehyde,Purity: 98% | Package: 5KG;1KG,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2127,"Yutong Pharmaceutical Technology (Suzhou) Co., Ltd.",+8615851462628   , 2680463261@qq.com, 100-52-7, Benzaldehyde,Purity: 95-99% | Package: 1g；5g;25g;250g;,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2128,"Shanghai Zerui Biotechnology Co., Ltd.",+8618321124657    021-54580889, 731997554@qq.com, 100-52-7, Glycopyrronium Bromide EP Impurity F (Benzaldehyde),Purity: 98% HPLC | Package: 10mg;25mg;50mg;100mg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2129,NORANA GROUP,+8617386138556    027-59209883, service@nornachem.com, 100-52-7, Benzaldehyde,Purity: 98% | Package: 5ASSAYS/10,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2130,Shandong Jiu 'an Chemical Industry Co. LTD,+8613081423666    0531-88983706, 276437821@qq.com, 100-52-7, Benzaldehyde,Purity: 99.50% | Package: 210kg/桶,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2131,Yuzhou Enthalpy Carbon Pharmaceutical Technology Co. LTD,+8619963477321   , 2041275825@qq.com, 100-52-7, benzaldehyde,Purity: 98 | Package: 1g,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2132,Aobolihui,+8618691729963    0917-18691729, 2553382659@qq.com, 100-52-7, Benzaldehyde,Purity: 98% | Package: 5KG;1KG,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2133,"Shandong fengpan New Material Co., Ltd",+8618560028598   , 2584792069@qq.com, 100-52-7, Benzaldehyde,Purity: 99.9% | Package: 200kg;25kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2134,"Hubei Nordina Biotechnology Co., Ltd.",+8619371278702   , n13164103386@163.com, 100-52-7, Benzaldehyde,Purity: 98%,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2135,"Wuhan kemike Biomedical Technology Co., Ltd",18186681184    027-027-87747081, 1344475572@qq.com, 100-52-7, Benzaldehyde,Purity: 0.98 | Package: 1kg 25kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2136,Taian Jiayue Bio-chemical Co. LTD,15318151873   , 285424065@qq.com, 100-52-7, Benzaldehyde,Purity: 99% | Package: 25kg;5KG;1KG,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=18#J_Condition
ChemBook_2137,"Wuhan woxuan Technology Co., Ltd",+8613322067656   , 3199863540@qq.com, 100-52-7, Benzaldehyde,Purity: 99% HPLC | Package: 5KG;1KG;25kg;500kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2138,"Hubei Chenxin Pharmaceutical Co., Ltd.",17362916295    17362916295, w17362916295@163.com, 100-52-7, Benzaldehyde,Purity: 99% HPLC | Package: 1kg；25kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2139,"Wuhan Xinyang Ruihe Chemical Technology Co., Ltd.",+8613720181483    027-027-83850106, 366443693@QQ.COM, 100-52-7, Benzaldehyde,Purity: 98%、99% | Package: 25公斤、200公斤、吨位、客户指定包装,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2140,"Shanghai Chemisci Technology Co., Ltd",+8615690882017   , 1877080091@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2141,"Shandong Ruibowen New Material Technology Co., Ltd",+8615064961989   , 420700630@qq.com, 100-52-7, Benzaldehyde,Purity: 99% | Package: 50G;100G;500G;1KG；25KG,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2142,"Hubei yongkuo Technology Co., Ltd",+8615972152991    027-59223108, 1248580099@qq.com, 100-52-7, benzaldehyde,Purity: 99% HPLC | Package: 25KG;200KG;5KG;1KG;1T,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2143,"Shandong Jiuyue Biological Technology Co., LTD",+8615553348166   , m15553348166@163.com, 100-52-7, Benzaldehyde,Purity: 99% | Package: 1g，1kg，5kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2144,"Nantong Feiyu Biological Technology CO.,LTD",13813788405    0513-68819626, feiyubio2@163.com, 100-52-7, Benzaldehyde,Purity: 98% | Package: 可根据客户要求包装,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2145,Hubei Shishun Biotechnology Co. Ltd,+8615107168801    027-59223025, 1718480011@qq.com, 100-52-7, benzaldehyde,Purity: 99% HPLC | Package: 25KG;200KG;5KG;1KG;1T,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2146,"Changzhou Gangtong Chemical Co., Ltd",+8613506120961   , 1871415438@163.com, 100-52-7, Benzaldehyde,Purity: 99%,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2147,"Tianjin shijia biomedical technology co., LTD",   18502675601, tjshj1212@163.com, 100-52-7, Benzaldehyde,Package: 100mg/,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2148,"Auonsi (Shanghai) Biology Technology Co., Ltd.",+8615058188853    400-1107768, 478133536@qq.com, 100-52-7, Benzaldehyde,Purity: AR 98.5% | Package: 500ml,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2149,"Guangzhou Dreampharm Biotechnology Co., Ltd.",17825480238    020-36607679, 3008233717@qq.com, 100-52-7, Glycopyrrolate,Purity: 98% HPLC | Package: 25mg，50mg，100mg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2150,"Wuhan Organic Industry Co., Ltd.Manufacturer",   83853277, office@chinaorganic.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2151,"Jiangsu Saidi Import and Export Co., Ltd. (formerly Wuxi Saidi Import and Export Trade Co., Ltd.)",   0510-82303030, sales@cidic.com.cn, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2152,"Zaoyang Ruikang Chemical Co., Ltd.Manufacturer",13886234233   , 1414307618@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2153,"Juye Zhongyue Spice Co., Ltd.Manufacturer",13701896116   , liujun@zhongyuearoma.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2154,"Yingcheng Wuyi Organic Materials Co., Ltd.Manufacturer",13707115681   , organic@hi2000.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2155,"Wuhan Geyuan Fine Chemical Co., Ltd.Manufacturer",   027-83989688,N/A, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2156,"Gaoyou Gaoyuan Auxiliary Co., Ltd. (Changzhou Guanjin Lianqun Chemical Co., Ltd.)",   13701506896, zory2050@gjchem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=19#J_Condition
ChemBook_2157,Luoyang Xigong District Tengyi Material Supply Station,   13937927043, lytengyi@126.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2158,"Ji'an Haomai Fine Chemical Industry Co., Ltd. (Wenzhou Huaqiao Chemical Reagent Co., Ltd.)",   15979688888, hmsales@haomaichem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2159,"Hangzhou Langmai New Material Co., Ltd. (Hangzhou Ruiwo Technology Co., Ltd.)",   0571-86722836, sales@chemlongman.com sales@chemreward.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2160,"Jinan Liyang Chemical Co., Ltd.",   15898902797, 18866405560@163.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2161,"Pure Thick Chemicals (Shanghai) Co., Ltd.",   021-36586021, 365984794@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2162,National Institutes for Food and Drug Control,   010-53852448, nifdcbzwz@163.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2163,"Nanjing Sisu Chemical Co., Ltd.",   13062577818, 3342284701@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2164,"Nantong Jiaxingtai Biological Technology Co., Ltd.",   18795782766, 297962169@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2165,"Shanghai Yiyi Chemical Co., Ltd.",   021-52912869, baiyichem52903022@163.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2166,"Shanghai Heyi Chemical Co., Ltd.",   021-66310288, shheyihuagong@163.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2167,"Shanghai Double Happiness Spice Additive Co., Ltd",   021-57625358, star840512@hotmail.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2168,"Shanghai Aachen Biomedical Co., Ltd.",   021-54370211, sales@yayupharm.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2169,"Shanghai Zhanyun Chemical Co., Ltd.",   021-56651122, 657690972@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2170,"Shanghai Xichuan Pharmaceutical Technology Co., Ltd.",15162615508   , sales@shzcphram.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2171,"Tianjin Beilian Fine Chemicals Development Co., Ltd.",   022-27482013, beilianjingxi@126.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2172,"Tianjin Kemiou Chemical Reagent Co., Ltd.",13902142909   , kermel@163.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2173,"Weifang Yingsheng Chemical Co., Ltd.",   0536-8893311, info@yingshengchem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2174,"Wuhan Kangdeli Chemical Co., Ltd.",   027-88185570, 553809246@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2175,"Xi'an Jiaboying Biological Technology Co., Ltd.",13519129852   , 915619666@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2176,"Xuzhou Datang Chemical Co., Ltd.",   0516-88955777, xzdthd@126.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=20#J_Condition
ChemBook_2177,"Zhejiang Zhuochuang Chemical Co., Ltd.",13819011783   , 1606451695@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2178,"Baishun (Beijing) Chemical Technology Co., Ltd.",   010-59792309, 2440312006@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2179,"Shanghai Haring Biotechnology Co., Ltd.",   021-61521620, 1815786809@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2180,"Changzhou Lier Chemical Co., Ltd.",   0519-88129637, sales@czlierchem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2181,"Changzhou Chengbang Chemical Co., Ltd.",   0519-88873001, sales@chengbangchem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2182,"Changzhou Jintan Local Industrial Supply and Marketing Co., Ltd.",   0519-82311077, yjn@hi2000.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2183,"Fuxin Lidell Technology Co., Ltd. (production-oriented company)",   0418-8185600, sales@lideerchem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2184,"Hubei Nomake Industrial Co., Ltd.",   18062522973, 1769373733@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2185,"Dongguan Biaobiao Experimental Equipment Technology Co., Ltd.",   0769-89974612,N/A, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2186,"Shanghai Yanjin Biological Technology Co., Ltd.",   021-65232515, yanjinbio@163.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2187,"Shanghai Heguo Biological Technology Co., Ltd.",   021-57136670, 2380405346@qq.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2188,Jingzewang Chemical Corporation,   010-87393986, jingzewang@jzwchem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2189,Changzhou Houmei Chemical Works,   +86-519-83293217 013801504285, jvd@pyridinechem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2190,Hao of Shanghai Chemical Co.,   021-62058113, haochem@hi2000.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2191,"Shanghai Yuanji Chemical Co., Ltd",   86-021-62148979, shyjhg@gmail.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2192,"Jinan Chuaungshi Chemical Co.,Ltd",   0531-88770911188883322440531-88770411, yan@jncschem.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2193,"Shandong Shulong Import & Export Co. , Ltd. Manufacturer",   15564111937, market02@hychem-china.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2194,"Beijing Qinghongfu Technology Co., Ltd.","   +86 (10) 5942-1785, 5844-3812, +86 13366919117", qinghongfu@foxmail.com, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2195,Foreverest Resources Ltd.,   +86（592）510-5533, nfo@foreverest.cn, 100-52-7, benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2196,"Shanghai Xiyuan Biotechnology Co., Ltd",   021-58116080, shxiyuanbio@163.com, 100-52-7, Benzaldehyde,Purity: 98.0%,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=21#J_Condition
ChemBook_2197,"Shanghai Qizhen Environmental Technology Co., Ltd",   021-60796911, qzisochem@qzisotech.com, 100-52-7, benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=22#J_Condition
ChemBook_2198,"Jiangsu Jianxin Chemical Co., Ltd. (formerly Sino-US joint venture Shangyu Kailuo Chiral Chemical Company)Manufacturer",   0158524378777, ljysjy@yahoo.com.cn, 100-52-7, Benzaldehyde,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=22#J_Condition
ChemBook_2199,"Shanghai Hao Zhun Biological Technology Co., Ltd.",15800340161   , info@zzsrm.com, 100-52-7," BenzaldehydeSolution,2,000mg/L,2*0.6ml",Purity: 2000mg/L于二氯甲烷，,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=22#J_Condition
ChemBook_2200,"Hebei Guanlang Biotechnology Co., Ltd.Visit Store",+86+86-19930503282   , alice@crovellbio.com, 62-53-3, Aniline,Purity: 99% | Package: 1KG;10USD,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2201,"Shandong Yanshuo Chemical Co., Ltd.Visit Store",+8618678179670    +86-18678179670, sales@yanshuochem.com, 62-53-3, Aniline,N/A,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2202,Hebei Duling International Trade Co. LTDVisit Store,+8618032673083    +86-0311-87836622, sales05@hbduling.cn, 62-53-3, Aniline,Purity: 99% | Package: 200KG*80drum ISO TANK,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2203,Guangzhou Tosun Pharmaceutical LimitedVisit Store,+8618922120635    18922120635, sales@toref-standards.com, 62-53-3, Mesalazine EP Impurity K,Purity: 1.00_ | Package: 5mg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2204,"Shanghai Nuo Rui Hua New Material Technology Co., LtdVisit Store NEW",+8618627979853   , mandy@sfinechem.com, 62-53-3, Aniline,Purity: 99% | Package: 1kg;10USD|25kg;9USD|100kg;8.5USD,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2205,"Yurui (Shanghai) Chemical Co., Ltd.Visit StoreManufacturer",+8615000292053    021-50456736, sales209@riyngroup.com, 62-53-3, Aniline,Purity: 99% HPLC | Package: 5KG;1KG;25KG,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2206,"Wuhan Boyuan Import & Export Co., LTDVisit Store NEW",+8615175982296    +86-15175982296, Mike@whby-chem.com, 62-53-3, Aniline,Purity: 99.60%|Package: 1kg;16.00;USD|100kg;12.00;USD,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2207,"Hebei Yanxi Chemical Co., Ltd.Visit StoreManufacturer NEW",+8617531190177   , peter@yan-xi.com, 62-53-3, Aniline,Purity: 0.99|Package: 1kg;100.00;USD|25kg;75.00;USD|100kg;20.00;USD,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2208,"Hefei TNJ Chemical Industry Co.,Ltd.Visit Store",+86+86-18949832763    0551-+86-0551-65418679, info@tnjchem.com, 62-53-3, Aniline Oil,Purity: - | Package: 1ASSAYS;1USD,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2209,career henan chemical coVisit Store,+86    0371-86658258, sales@coreychem.com, 62-53-3, Aniline,Purity: 99% | Package: 1kg;1USD,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2210,SHANDONG ZHI SHANG CHEMICAL CO.LTDVisit Store,+86 18953170293   , sales@sdzschem.com, 62-53-3, Aniline,Package: 50kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2211,"Shanghai Longyu Biotechnology Co., Ltd.Visit Store",+86+8615821988213   , info@longyupharma.com, 62-53-3, Aniline,Purity: 99|Package: 1g;1USD,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
ChemBook_2212,"Chongqing Chemdad Co., LtdVisit Store",+86+8613650506873    023-+86-023-61398051, sales@chemdad.com, 62-53-3, Aniline,Purity: 0.98 | Package: 1kg，2kg，5kg，10kg，25kg,None,None,None,https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=1#J_Condition
